,kingdom,phylum,class,order,family,genus,species,locality,stateProvince,lat,lng,elevation,day,month,year,taxonKey,ScientificName,VernacularNames
82,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Control de Acceso. 250m control Área Cataratas s/ruta<br /> </p>,Misiones,-25.69056,-54.4544,186.0,27.0,11.0,1996.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
83,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Control de Acceso. 100 m control Área Cataratas s/ruta<br /> </p>,Misiones,-25.6888,-54.45285,185.0,30.0,8.0,1996.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
84,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Control Acceso viejo. Control de acceso a Cataratas<br /> </p>,Misiones,-25.6888,-54.45285,185.0,10.0,5.0,1987.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
85,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,"<p>Area Cataratas. CIES. camino de entrada al CIES, cerca se los postes<br /> </p>",Misiones,-25.6788,-54.44972,188.0,10.0,12.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
86,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>PNI. Area Cataratas. CIES entrada<br /> </p><p> </p>,Misiones,-25.67817,-54.44968,190.0,1.0,6.0,2000.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
87,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. CIES. Curva yendo hacia Hotel Sheraton<br /> </p>,Misiones,-25.67885,-54.44771,185.0,27.0,6.0,2002.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
88,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. CIES. Camino del CIES y ruta de acceso<br /> </p>,Misiones,-25.67917,-54.44984,186.0,27.0,7.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
89,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. CIES. A metros de la entrada al CIES<br /> </p>,Misiones,-25.6788,-54.44972,188.0,16.0,12.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
90,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Centro Operativo Cataratas <br /> </p>,Misiones,-25.68414,-54.44756,187.0,16.0,3.0,2002.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
91,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,"<p>Area Cataratas. Camino al Barrio de Guardaparques, 20m pasando las araucarias<br /> </p>",Misiones,-25.67763,-54.45199,180.0,11.0,8.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
92,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Camino a Puerto Canoas <br /> </p>,Misiones,-25.69337,-54.44741,188.0,25.0,4.0,2001.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
93,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,"<p>Area Cataratas. Camino a Puerto Canoas, en cercanías de la toma de agua<br /> </p>",Misiones,-25.69309,-54.44746,188.0,6.0,3.0,2002.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
94,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,"<p>Area Cataratas. Camino a Puerto Canoas, 500 m después de toma de agua.<br /> </p>",Misiones,-25.69752,-54.44631,191.0,6.0,10.0,2000.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
95,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Camino a Barrio Guardaparques. 10mts antes de la araucarias en playa estacionamiento micros<br /> </p>,Misiones,-25.67769,-54.45124,183.0,18.0,8.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
96,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Barrio de Guardaparques <br /> </p>,Misiones,-25.67896,-54.45537,190.0,21.0,12.0,1992.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
97,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Barrio de Guardaparques <br /> </p>,Misiones,-25.67896,-54.45537,190.0,16.0,5.0,1993.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
98,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Barrio de Guardaparques <br /> </p>,Misiones,-25.67896,-54.45537,190.0,12.0,10.0,1999.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
99,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Barrio de Guardaparques <br /> </p>,Misiones,-25.67896,-54.45537,190.0,23.0,12.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
100,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas Barrio de Guardaparques. Frente<br /> </p>,Misiones,-25.67916,-54.45445,181.0,27.0,7.0,1993.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
101,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Barrio de Guardaparques. Camino que sube a planta potabilizadora<br /> </p>,Misiones,-25.67913,-54.45696,203.0,18.0,7.0,2003.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
102,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Barrio de Guardaparques. Alcantarilla<br /> </p>,Misiones,-25.67906,-54.45476,186.0,30.0,6.0,1993.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
103,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Bañado <br /> </p>,Misiones,-25.6806,-54.45107,181.0,22.0,7.0,1987.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
104,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Aeródromo</p>,Misiones,-25.68008,-54.45341,179.0,7.0,8.0,1991.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
105,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Aeródromo<br /> </p>,Misiones,-25.68008,-54.45341,179.0,4.0,8.0,1997.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
106,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas. Aeródromo<br /> </p>,Misiones,-25.67856,-54.45307,179.0,24.0,10.0,1998.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
107,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>PNI. Area Cataratas</p>,Misiones,-25.67718,-54.44804,189.0,6.0,5.0,1999.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
108,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Jefatura Ex Guardaparques<br /> </p>,Misiones,-25.67864,-54.44946,189.0,28.0,8.0,1987.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
109,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Frente al restaurante de la UTE <br /> </p>,Misiones,-25.6809,-54.45462,181.0,11.0,4.0,2003.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
110,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Cruce acceso a Garganta<br /> </p>,Misiones,-25.6878,-54.45177,184.0,13.0,10.0,1987.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
111,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Area Cataratas</p>,Misiones,-25.67718,-54.44804,189.0,24.0,10.0,1986.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
112,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,<p>Aeropuerto Internacional Cataratas. Vivienda.<br /> </p>,Misiones,-25.72989,-54.47935,268.0,28.0,7.0,1995.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
113,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,"<p>Camino vehicular, cerca del Destacamento Santa Rosa</p>",Tucumán,-27.28606,-65.87233,931.0,9.0,9.0,2011.0,2435146,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
114,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Confluencia Ao. Los Hitos y Río Puelo</p>,Chubut,-42.10568,-71.72634,202.0,1.0,11.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
115,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Seccional El Rincón</p>,Santa Cruz,-47.75305,-72.1212,0.0,28.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
116,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Seccional El Rincón, 100 m. en dirección Este</p>",Santa Cruz,-47.75275,-72.11911,918.0,15.0,6.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
117,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Seccional El Rincón, 100 m. en dirección Este</p>",Santa Cruz,-47.75351,-72.11608,913.0,15.0,7.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
118,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Muy cercano a las casas de la Seccional El Rincón</p>,Santa Cruz,-47.7545,-72.11712,912.0,29.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
119,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Península Belgrano</p>,Santa Cruz,-47.83232,-72.09751,0.0,16.0,3.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
120,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Península Belgrano, sobre la picada a la Laguna Pescado, a 40 minutos de caminata antes de la laguna</p>",Santa Cruz,-47.8158,-72.14498,0.0,30.0,12.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
121,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Punto panorámico Península Belgrano, a 6 Km. del Destacamento Onelli</p>",Santa Cruz,-47.8324,-72.12558,810.0,23.0,11.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
122,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Puesto Valencia</p>,Formosa,-25.06959,-58.20726,77.0,7.0,8.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
123,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Paso Vaca</p>,Formosa,-25.05262,-58.22727,76.0,5.0,6.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
124,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ex. Pto. San Miguel<br /> </p>,Formosa,-25.1219,-58.0244,72.0,17.0,5.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
125,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>A la altura de Solito</p>,Formosa,-24.97052,-58.18075,78.0,10.0,5.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
126,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camino de acceso al Destacamento</p>,Formosa,-25.12213,-58.17893,75.0,18.0,7.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
127,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>A 100 mts. ex Pto. Yaguareté</p>,Formosa,-25.07702,-58.17673,78.0,31.0,7.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
128,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Zanja soro</p>,Formosa,-25.08544,-57.99304,80.0,29.0,11.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
129,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Pje. San Ramon</p>,Formosa,-25.1127,-58.06193,76.0,28.0,5.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
130,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Pje. Cimbra' í</p>,Formosa,-25.11613,-58.08012,75.0,27.0,9.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
131,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Piquete de Celias</p>,Formosa,-25.12617,-58.21987,75.0,28.0,7.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
132,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Paso Molle-í</p>,Formosa,-25.07378,-58.21193,82.0,9.0,10.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
133,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Paso del Pozo Lima</p>,Formosa,-25.04407,-58.22613,78.0,31.0,10.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
134,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Paso de la Orquídea</p>,Formosa,-25.05231,-58.18165,84.0,31.0,7.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
135,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Portada del parque</p>,Formosa,-25.17411,-58.12903,77.0,22.0,7.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
136,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Terraplen Polvorin</p>,Formosa,-25.11776,-57.97653,71.0,4.0,7.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
137,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camino a Latakue</p>,Formosa,-25.07097,-58.14913,78.0,3.0,7.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
138,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>P.N. Rio Pilcomayo. Piquete del Ocho</p>,Formosa,-25.11595,-58.17276,79.0,12.0,6.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
139,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ruta 231, Km. 33 desde Bariloche hacia Va. La Angostura; Brazo Huemul del Lago Nahuel Huapi</p>",Neuquén / Río Negro,-40.92095,-71.43872,792.0,1.0,8.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
140,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cabecera Sur del Lago Falkner</p>,Neuquén / Río Negro,-40.49922,-71.44776,929.0,10.0,9.0,2011.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
141,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Morena lateral del Glaciar Ventisquero Negro</p>,Neuquén / Río Negro,-41.20491,-71.84624,1134.0,29.0,5.0,2011.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
142,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Río Manso, a 500 m. hacia el Lago Los Moscos partiendo desde el camping Los Rápidos</p>",Neuquén / Río Negro,-41.34947,-71.60502,820.0,11.0,2.0,2011.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
143,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camino que une el Lago Los Moscos y el Lago Roca</p>,Neuquén / Río Negro,-41.34838,-71.68672,811.0,8.0,5.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
144,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Picada al Cerro Campana, dentro del bosque, a media hora del Lago Espejo</p>",Neuquén / Río Negro,-40.56495,-71.8192,973.0,16.0,4.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
145,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cerro Campana, en los pedreros altos</p>",Neuquén / Río Negro,-40.57317,-71.82735,1524.0,16.0,4.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
146,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Dentro del Lago Espejo</p>,Neuquén / Río Negro,-40.61922,-71.75305,885.0,20.0,3.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
147,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ruta Nacional 234, entre población Quintupurai y portezuelo</p>",Neuquén / Río Negro,-40.69146,-71.69452,879.0,18.0,11.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
148,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Costa Puerto Cantaros, Puerto Blest.</p>",Neuquén / Río Negro,-41.01889,-71.82281,0.0,14.0,2.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
149,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ruta Provincial Nº 63, a la altura del ingreso a la Pingüinera Chica</p>",Santa Cruz,-50.35,-68.90777,29.0,6.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
150,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Puesto de La Chacra, 400 m. antes de llegar al mismo</p>",Santa Cruz,-50.28027,-68.96416,0.0,15.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
151,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Pingüinera, sector comedero y condominios</p>",Santa Cruz,-50.36083,-68.91055,40.0,21.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
152,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ruta Provincial Nº 63, descendiendo hacia la costa</p>",Santa Cruz,-50.34722,-68.93722,69.0,22.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
153,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Parte superior del faldeo Comedero Pingüinera</p>,Santa Cruz,-50.36111,-68.91083,43.0,23.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
154,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cañadón de Cabeza del León</p>,Santa Cruz,-50.35333,-68.88972,35.0,28.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
155,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cañadon de La Pingüinera a la altura de la Pingüinera Chica, sobre la RP Nº 63</p>",Santa Cruz,-50.35361,-68.91138,29.0,29.0,8.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
156,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Hacia el Sur del Cañadón Cabeza del León</p>,Santa Cruz,-50.35944,-68.89722,22.0,3.0,9.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
